aboutText,age,caste,city,college,employedIn,height,profileID,religion
,35,Iyer,"Bangalore, Karnataka, India",,,5ft 11in,banm1355145,Hindu
"
",35,Scheduled Caste,"Bangalore, Karnataka, India",,,5ft 10in,banm987861,Hindu
,35,Brahmin,,Other General University,MNC,5ft 6in,SMM1469301,Hindu
,35,Ahom,"Kamrup Metropolitan, Assam, India",,Central Government,5ft 6in,kamm1359284,Hindu
I am working in dubai for past 8 years and looking for a simple and understanding girl.,35,Nair,"Palakkad, Kerala, India","Calicut University, Kerala",Others,5ft 7in,kerm105118,Hindu
,35,Rajput,"Delhi, Delhi, India",,,6ft,delm1365938,Hindu
,35,Adi Dravida,"Ramanathapuram, Tamil Nadu, India","Algappa University, Tamil Nadu",State Government,5ft 5in,rmnm983662,Hindu
,35,Kshatriya,"Noida, Uttar Pradesh, India",,,5ft 9in,punm726173,Hindu
,35,Leva patel,"Vadodara, Gujarat, India","Sardar Patel University, Gujarat",Others,5ft 7in,SMM1568529,Hindu
,35,Patel,"Vadodara, Gujarat, India",,Private Sector,5ft 7in,SMM1568531,Hindu
,35,Brahmin,"Kanpur, Uttar Pradesh, India",,,5ft 7in,kanm269369,Hindu
,35,Reddy,"Puducherry, Pondicherry, India","College of Engineering, Anna University",Others,5ft 3in,SMM1465388,Hindu
,35,Kuruba,"Mysore, Karnataka, India",,,5ft 7in,mysm916749,Hindu
,35,,Others,,,5ft 10in,othm305490,Hindu
,35,Maratha,"Mumbai, Maharashtra, India",,,5ft 8in,mumm1253457,Hindu
,35,Maratha,"Pune, Maharashtra, India",,,5ft 11in,punm1115566,Hindu
,35,Leva patel,"Bharuch, Gujarat, India",,Private Sector,5ft 3in,SMM1565690,Hindu
,35,Shewetamber,"Vadodara, Gujarat, India",,,5ft 7in,barm752617,Jain
,35,Agarwal,"Delhi, Delhi, India",,,5ft 11in,delm1241620,Hindu
,35,Arora,"Rest of Haryana, Haryana, India",,,6ft,harm672779,Hindu
,35,,"Panipat, Haryana, India",,,5ft 8in,panm304073,Hindu
,35,Bengali,"Kolkata, West Bengal, India",,,5ft 5in,kolm873873,Hindu
,35,Swarnakar,"Indore, Madhya Pradesh, India",,,5ft 8in,madm639258,Hindu
,35,Shimpi,"Jalgaon, Maharashtra, India",Other General Institute,Others,5ft 8in,jagm1364142,Hindu
,35,Maratha,"Pune, Maharashtra, India",Other General University,Others,5ft 11in,SMM1568276,Hindu
,35,,"Delhi, Delhi, India",,,5ft 6in,delm386383,Hindu
,35,Naidu,"Hyderabad, Andhra Pradesh, India",,,5ft 6in,hydm1300391,Hindu
,35,Brahmin,,"Madurai Kamaraj University, Tamil Nadu",Public Sector,5ft 3in,chem349319,Hindu
,35,Khatri,"Delhi, Delhi, India",,Public Sector,5ft 10in,SMM1513077,Hindu
,35,Rajput,"Kanpur, Uttar Pradesh, India",Kanpur University,Public Sector,5ft 8in,SMM1568211,Hindu
,35,Bengali,"Kanpur, Uttar Pradesh, India",,,5ft 4in,kolm214100,Hindu
,35,Kayastha,"Patna, Bihar, India",,,5ft 10in,patm1314097,Hindu
,35,Kongu Vellala Gounder,"Chennai, Tamil Nadu, India",,Others,5ft 7in,chem913814,Hindu
,35,Brahmin,"Delhi, Delhi, India",Other Business Institute,Private Sector,6ft 4in,delm909784,Hindu
,35,Bhavsar,"California, Pennsylvania",,Others,5ft 8in,calm296222,Hindu
,35,Sia,"Mumbai, Maharashtra, India",,,5ft 6in,mumm898502,Muslim
,35,Scheduled Caste,"Delhi, Delhi, India",Delhi University,MNC,5ft 10in,delm160149,Hindu
,35,Kayastha,,Others,Private Sector,5ft 8in,SMM1556432,Hindu
,35,Sikh - Saini,"Noida, Uttar Pradesh, India",Agra University,Private Sector,5ft 8in,SMM1567670,Sikh
,35,Kayastha,"Kolkata, West Bengal, India",,Private Sector,5ft 6in,kolm920856,Hindu
,35,Kshatriya,"Sibsagar, Assam, India",,,5ft 5in,sibm1346592,Hindu
,35,Brahmin,,,Central Government,5ft 10in,SMM1561776,Hindu
,35,Others,"Ghaziabad, Uttar Pradesh, India",,,5ft 4in,gham1370411,Muslim
,35,Yadav,,Other General University,Private Sector,5ft 8in,SMM1428233,Hindu
,35,Devandra Kula Vellalar,"Bangalore, Karnataka, India",,,5ft 4in,banm1282021,Hindu
,35,Brahmin -Gowd Saraswat,"Coimbatore, Tamil Nadu, India",,MNC,5ft 6in,coim1101802,Hindu
,35,,"Pune, Maharashtra, India",,MNC,5ft 3in,punm1068855,Hindu
,35,Brahmin,,,Others,5ft 7in,SMM1532897,Hindu
,35,Maratha,,"Shivaji University, Maharashtra",Private Sector,5ft 5in,mumm709467,Hindu
,35,Sunni,"Delhi, Delhi, India",,,5ft 6in,delm1333321,Muslim
,35,Lingayath,"Bangalore, Karnataka, India",,,5ft 8in,banm539055,Hindu
,35,Others,"Latur, Maharashtra, India",,,5ft 4in,latm1261422,Muslim
,35,,"Bhubaneshwar, Orissa, India",,,5ft 2in,bhum434390,Hindu
,35,Brahmin,,Other Law Institute,Private Sector,5ft 7in,SMM1481574,Hindu
,35,Rajput,"Jamshedpur, Jharkhand, India",,MNC,6ft,jamm199220,Hindu
,35,Vishwakarma,"Bangalore, Karnataka, India",,,5ft 8in,banm1134512,Hindu
,35,Vanniyar,"Coimbatore, Tamil Nadu, India",Anna University,Others,5ft 7in,SMM1566464,Hindu
,35,Vaishnav Vanik,"Mumbai, Maharashtra, India",,,5ft 9in,mumm1306015,Hindu
,35,Pillai,Others,,,5ft 6in,othm821864,Hindu
,35,Sia,,,Private Sector,5ft 7in,mumm1272096,Muslim
,35,,Others,,,5ft 9in,othm467506,Hindu
,35,Brahmin,"Mumbai, Maharashtra, India",North Maharashtra University,Private Sector,5ft 11in,SMM1566041,Hindu
,35,Brahmin - Dhiman,"Car Nicobar, Andaman and Nicobar, India","Calicut University, Kerala",Others,5ft 9in,SMF1565981,Hindu
,35,Kshatriya,"Lonavala, Maharashtra, India",,,5ft 7in,lonm1358413,Hindu
,35,Brahmin,"Bhubaneshwar, Orissa, India","Utkal University, Orissa",MNC,5ft 8in,SMM1509198,Hindu
,35,,"Rest of Uttar Pradesh, Uttar Pradesh, India",,,5ft 6in,uttm354715,Hindu
,35,Balija,"Chennai, Tamil Nadu, India",,,5ft 6in,chem1097597,Hindu
,35,Vanniyar,"Tiruvannamalai, Tamil Nadu, India",,,5ft 5in,tvnm1177749,Hindu
,35,Brahmin,"Bangalore, Karnataka, India","Calicut University, Kerala",MNC,6ft,SMM1543585,Hindu
,35,,,,Private Sector,5ft 10in,luvdud2017,Muslim
,35,Brahmin,"Kolkata, West Bengal, India",,,5ft 11in,kolm390368,Hindu
,35,Maratha,"Mumbai, Maharashtra, India",,,5ft 2in,mumm892498,Hindu
,35,,"Chennai, Tamil Nadu, India",Anna University,Others,5ft 7in,SMM1526710,Hindu
,35,Swarnakar,"Faridabad, Haryana, India",,,5ft 8in,0006156766,Hindu
,35,Koli,"Pune, Maharashtra, India",,,5ft 5in,punm1283797,Hindu
,35,Brahmin,"Bhubaneshwar, Orissa, India",,Private Sector,5ft 6in,bhum540583,Hindu
,35,,"Mumbai, Maharashtra, India",,,5ft 5in,mumm428163,Hindu
,35,Agarwal,"Bhilai, Chhattisgarh, India",,Others,6ft,SMM1565406,Hindu
,35,Gujarati,Others,,Private Sector,5ft 11in,othm669206,Hindu
,35,Rajput,"Patna, Bihar, India",,,6ft,patm1325175,Hindu
,35,Kayastha,"Badaun, Uttar Pradesh, India",,,5ft 7in,badm1223927,Hindu
,35,Brahmin - Saraswat,"Ghaziabad, Uttar Pradesh, India",,,5ft 10in,gham620287,Hindu
,35,Agarwal,"Raipur, Chhattisgarh, India",,,5ft 10in,raim1323403,Hindu
,35,Kunbi,"Nasik, Maharashtra, India",,,5ft 3in,nasm284406,Hindu
,35,Sunni,"Dhaka, Dhaka",Other General University,Private Sector,5ft 6in,SMM1387333,Muslim
,35,Kayastha,"Kolkata, West Bengal, India",,,5ft 3in,kolm1270949,Hindu
,35,,"Pune, Maharashtra, India",,,5ft 5in,punm315708,Hindu
,35,Catholic,"Panjim, Goa, India",Goa University,Others,5ft 8in,SMM1539162,Christian
,35,Scheduled Caste,"Nagpur, Maharashtra, India",,,5ft 7in,nagm1021553,Hindu
,35,Bhavsar,"Chennai, Tamil Nadu, India",,,5ft 10in,chem1236318,Hindu
,35,Rajput,"Delhi, Delhi, India",,,5ft 6in,delm158840,Hindu
,35,Catholic,"Palakkad, Kerala, India",IIT Mumbai,MNC,6ft,chem942060,Christian
,35,,"Gurgaon, Haryana, India","Guru Gobind Singh Indraprastha University (GGSIPU), Delhi",MNC,5ft 10in,SMM1524500,Hindu
,35,Billava,"Mumbai, Maharashtra, India",,MNC,5ft 10in,mumm288821,Hindu
,35,Catholic,"Thiruvananthapuram , Kerala, India",,MNC,5ft 5in,thim867291,Christian
,35,Devandra Kula Vellalar,"Bangalore, Karnataka, India",,,5ft 9in,banm1037716,Hindu
,35,Mudaliar,"Vellore, Tamil Nadu, India",,Others,5ft 9in,SMM1458300,Hindu
,35,Gandla,"Anand, Gujarat, India",,,5ft 6in,newm1281493,Hindu
,35,Gujarati,"Valsad, Gujarat, India",,,5ft 5in,vlsm1313538,Hindu
,35,Bhandari,"Rest of Goa, Goa, India",,State Government,5ft 4in,goam390220,Hindu
,35,Agarwal,"Mumbai, Maharashtra, India",,Others,5ft 11in,SMM1563460,Hindu
,35,Protestant,"Car Nicobar, Andaman and Nicobar, India",,State Government,5ft 10in,SMM1563119,Christian
,35,Brahmin,"Delhi, Delhi, India",,,5ft 6in,delm583316,Hindu
,35,Brahmin,"Bangalore, Karnataka, India",,,5ft 8in,banm1258708,Hindu
,35,Mali,"Nagpur, Maharashtra, India",,,5ft 4in,nagm1244402,Hindu
,35,Khatri,"Indore, Madhya Pradesh, India",,,5ft 8in,indm836391,Hindu
,35,Sutar,"Mumbai, Maharashtra, India",,,5ft 4in,mumm1288448,Hindu
,35,Brahmin - Kanyakubj,,Banaras Hindu University,Private Sector,5ft 4in,SMM1443352,Hindu
,35,Velaan/Vellalar,"Villupuram, Tamil Nadu, India",,,5ft 10in,vilm1378537,Hindu
,35,Chettiar,"Coimbatore, Tamil Nadu, India",,,5ft 2in,coim1283932,Hindu
,35,Khatri,"Chandigarh, Chandigarh, India",,,5ft 10in,cham995000,Hindu
,35,Kapu Naidu,Pennsylvania,,,6ft,penm1334265,Hindu
,35,Brahmin,"Hamirpur, Himachal Pradesh, India",,,5ft 8in,hamm985236,Hindu
,35,Sutar,"Ahmedabad, Gujarat, India",,,5ft 2in,ahem1379802,Hindu
,35,Khandelwal,"Jaipur, Rajasthan, India",,,5ft 5in,jaim1287983,Hindu
,35,,"Delhi, Delhi, India",,,5ft 8in,delm725813,Others
,35,,"Mumbai, Maharashtra, India",,,6ft,mumm1280862,Others
,35,Menon,"Mumbai, Maharashtra, India",,,5ft 11in,mumm1234518,Hindu
,35,Scheduled Caste,"Noida, Uttar Pradesh, India",,,5ft 7in,noim754254,Hindu
,35,Nair,"Alappuzha, Kerala, India",,State Government,5ft 8in,alam1279692,Hindu
,35,,"Pune, Maharashtra, India",,,5ft 6in,punm968949,Others
,35,Others,"Bangalore, Karnataka, India",,,5ft 11in,banm424825,Christian
,35,Kayastha,"Bahraich, Uttar Pradesh, India",,,6ft,allm902906,Hindu
,35,Kannada Mogaveera,"Mumbai, Maharashtra, India",,,5ft 7in,x1685459,Hindu
,35,Brahmin,"Delhi, Delhi, India",,,5ft 9in,delm1159930,Hindu
,35,Kayastha,"Kolkata, West Bengal, India",,,5ft 8in,kolm1020906,Hindu
,35,Punjabi,"Dharamasala, Himachal Pradesh, India",,,5ft 6in,dham845605,Hindu
,35,Rajput,"Patna, Bihar, India",,Private Sector,5ft 2in,patm845325,Hindu
,35,Mahar,"Jalna, Maharashtra, India",,,5ft 5in,jalm1248194,Hindu
,35,Brahmin,"Mumbai, Maharashtra, India",,,5ft 5in,mumm1175376,Hindu
,35,Chambhar,"Mumbai, Maharashtra, India",,MNC,5ft 6in,mumm1370593,Hindu
,35,Catholic,"Kochi, Kerala, India","Mahatma Gandhi University, Kerala",Others,5ft 5in,SMM1560393,Christian
,35,Protestant,"Raipur, Chhattisgarh, India",,,5ft 8in,raim1322640,Christian
,35,Bengali,"Kolkata, West Bengal, India",,Central Government,5ft 6in,kolm323544,Hindu
,35,Yadav,"Vellore, Tamil Nadu, India",,,6ft,velm1261431,Hindu
,35,Sunni,"Chennai, Tamil Nadu, India",,State Government,5ft 8in,chem238313,Muslim
,35,Naidu,"Chennai, Tamil Nadu, India",,Others,5ft 5in,SMM1559913,Hindu
,35,Brahmin - Iyengar,"Tiruchirapali, Tamil Nadu, India",,Private Sector,5ft 3in,tirm1367930,Hindu
,35,Lingayath,"Atascadero, California",,,5ft 8in,calm148930,Hindu
,35,Others,Others,,,5ft 8in,othm1368502,Muslim
,35,Prajapati,"Delhi, Delhi, India",,,5ft 9in,delm1094727,Hindu
,35,Scheduled Caste,"Shimla, Himachal Pradesh, India",,,5ft 8in,shim556105,Hindu
,35,Adi Dravida,"Madurai, Tamil Nadu, India",,Private Sector,5ft 5in,madm1217532,Hindu
,35,Marwari,"Ahmednagar, Maharashtra, India",,,5ft 4in,ahmm179200,Hindu
,35,Khatri,"Mumbai, Maharashtra, India","Guru Gobind Singh Indraprastha University (GGSIPU), Delhi",MNC,5ft 8in,SMM1558614,Hindu
,35,,"Hyderabad, Andhra Pradesh, India","Other College, Osmania University, Hyderabad",Private Sector,5ft 9in,SMM1558039,Hindu
,35,Shah,"Ahmedabad, Gujarat, India",,,5ft 3in,ahem797420,Hindu
,35,Kayastha,"Lucknow, Uttar Pradesh, India",,,5ft 6in,x1339684,Hindu
,35,,"Mumbai, Maharashtra, India",,MNC,5ft 10in,SMM1514629,Hindu
,35,,"Mehsana, Gujarat, India",,Private Sector,5ft 11in,othm422115,Hindu
,35,Orthodox,"Kottayam, Kerala, India","Mahatma Gandhi University, Kerala",Private Sector,5ft 10in,SMM1558410,Christian
,22,Kshatriya,"Airdrie, Alberta","Algappa University, Tamil Nadu",MNC,5ft 9in,SMM1547676,Hindu
,35,Sonar,"Mumbai, Maharashtra, India",,,5ft 10in,mumm1188972,Hindu
,35,Others,"Lohardaga, Jharkhand, India",,,5ft 7in,lohm1367473,Christian
,35,Yadav,"Gurgaon, Haryana, India",,,6ft,gurm1321869,Hindu
,35,Protestant,"Ludhiana, Punjab, India",,,5ft 8in,ludm138704,Christian
,35,Yadav,"Hardoi, Uttar Pradesh, India",,State Government,5ft 7in,SMM1394820,Hindu
,35,Sia,,"Berhampur University, Orissa",MNC,5ft 7in,SMM1558101,Muslim
,35,Others,"Coimbatore, Tamil Nadu, India",,Private Sector,5ft 10in,coim1045239,Muslim
,35,Protestant,"Hyderabad, Andhra Pradesh, India",,,5ft 6in,hydm318772,Christian
,35,Kunbi,"Mumbai, Maharashtra, India",,,5ft 4in,mumm1121970,Hindu
,35,Sikh - Jat,"Margao, Goa, India",Punjab Technical University,MNC,6ft,SMM1432392,Sikh
,35,Brahmin,"Chandigarh, Chandigarh, India",,,5ft 9in,cham1303719,Hindu
,35,Kshatriya,"Rest of Gujarat, Gujarat, India",,Private Sector,5ft 4in,ahem1146226,Hindu
,35,Kamma,"San Francisco, California",,Private Sector,6ft,SMM1512280,Hindu
,35,Sunni,"Satara, Maharashtra, India",,,5ft 7in,satm1113028,Muslim
,35,Brahmin,"Rourkela, Orissa, India",,,5ft 8in,roum1100969,Hindu
,35,,,Karanataka University,Private Sector,5ft 9in,SMM1557034,
,35,Sahu,"Indore, Madhya Pradesh, India",,,5ft 9in,indm632873,Hindu
,35,Others,"Guntur, Andhra Pradesh, India",,,5ft 8in,gunm1383168,Muslim
,35,Others,Others,,,6ft,othm1177714,Muslim
,35,Sutar,"Ahmedabad, Gujarat, India",,,5ft 8in,ahem1271952,Hindu
,35,Shewetamber,"Pune, Maharashtra, India",Other Medicine/ Dental Institute,Others,5ft 11in,SMM1416905,Jain
,35,,"Delhi, Delhi, India",,,5ft 6in,delm773904,Others
,35,Sunni,,,Private Sector,5ft 6in,faisal_37_in,Muslim
,35,Madiga,"Hyderabad, Andhra Pradesh, India",,MNC,5ft 10in,hydm1084236,Hindu
,35,Others,"Vijayawada, Andhra Pradesh, India",,,5ft 7in,vijm806269,Christian
,35,Dhoba,"Cuttack, Orissa, India",Karanataka University,Private Sector,5ft 4in,SMF1555145,Hindu
,35,Arya Vysya,"Kadapa, Andhra Pradesh, India",,,5ft 2in,kadm1363237,Hindu
,35,Scheduled Caste,"Mysore, Karnataka, India",,Private Sector,6ft,SMM1539804,Hindu
,35,Billava,"Udupi, Karnataka, India",,,5ft 8in,udum1091420,Hindu
,35,Scheduled Caste,"Bangalore, Karnataka, India",,,5ft 3in,banm1161708,Hindu
,35,Kapu,"Rest of Andhra Pradesh, Andhra Pradesh, India",,,5ft 4in,anpm1379541,Hindu
,35,Vysya,"Vijayawada, Andhra Pradesh, India",,,5ft 7in,vijm342380,Hindu
,35,Reddy,"Hyderabad, Andhra Pradesh, India",,,5ft 8in,hydm957673,Hindu
,35,Kayastha,"Muzaffarpur, Bihar, India",,,5ft 6in,muzm1278596,Hindu
,35,Nair,"Coimbatore, Tamil Nadu, India",,,5ft 11in,coim850715,Hindu
,35,Others,"Amravati, Maharashtra, India",,,6ft 2in,amrm1374093,Muslim
,35,Sunni,"Ghaziabad, Uttar Pradesh, India",,MNC,5ft 8in,SMM1554919,Muslim
,35,Brahmin - Iyengar,"Madurai, Tamil Nadu, India",,MNC,5ft 9in,SMM1555573,Hindu
,35,Others,"Hyderabad, Andhra Pradesh, India",,,5ft 10in,hydm1320930,Christian
,35,Maratha,"Mumbai, Maharashtra, India",,Private Sector,5ft 6in,SMM1542858,Hindu
,35,,"Hyderabad, Andhra Pradesh, India",,MNC,5ft 9in,SMM1547970,Hindu
,35,Nair,"Palakkad, Kerala, India",,,5ft 11in,palm1280152,Hindu
,35,Punjabi,"Mumbai, Maharashtra, India",,,6ft,mumm1168669,Hindu
,35,Others,"Rest of Haryana, Haryana, India",,Private Sector,5ft 10in,harm536210,Christian
,35,Patel,"Ahmedabad, Gujarat, India",Gujarat University,Private Sector,5ft 9in,SMM1554194,Hindu
,35,Sunni,"Srinagar, Jammu and Kashmir, India",,Others,6ft,SMM1555280,Muslim
,35,Kalal,"Nagpur, Maharashtra, India",,,5ft 10in,nagm1163058,Hindu
,35,Ezhava,,,Private Sector,5ft 4in,SMM1472281,Hindu
,35,Others,Others,,,6ft,othm1205306,Christian
,35,,"Ahmedabad, Gujarat, India",,,5ft 8in,ahem476452,Hindu
,35,96K Kokanastha,"Kalyan, Maharashtra, India",,,5ft 11in,kalm1137602,Hindu
,35,Yadav,"Kasaragod, Kerala, India",Other Diploma Institute,Public Sector,5ft 10in,SMM1552560,Hindu
,35,Others,"Kochi, Kerala, India",,,5ft 7in,kocm1176581,Christian
,35,Brahmin - Rarhi,"Kolkata, West Bengal, India","ILS, Pune",State Government,5ft 5in,SMF1471251,Hindu
,35,Rajput,"Ahmedabad, Gujarat, India",Gujarat University,MNC,5ft 8in,SMM1546442,Hindu
,35,Koli,"Bangalore, Karnataka, India",,Private Sector,5ft 6in,banm905546,Hindu
,35,Nadar,"Chennai, Tamil Nadu, India",,,5ft 9in,chem721408,Hindu
,35,Sunni,"Rest of Maharashtra, Maharashtra, India",,Others,5ft 6in,SMM1543376,Muslim
,35,Kashyap,"Kathua, Jammu and Kashmir, India",,,5ft 8in,katm879639,Hindu
,35,Gurjar,"Delhi, Delhi, India",,,5ft 9in,delm1125520,Hindu
,35,Bengali,"Kolkata, West Bengal, India",,,5ft 8in,kolm854348,Hindu
,35,Kayastha,"Barasat, West Bengal, India",,,5ft 11in,brsm1069836,Hindu
,35,,"Noida, Uttar Pradesh, India",,,5ft 5in,noim1078011,Buddhist
,35,Brahmin,"Delhi, Delhi, India",,,5ft 8in,delm866166,Hindu
,35,,"Hyderabad, Andhra Pradesh, India",,,5ft 8in,hydm400939,Hindu
,35,Ramgariah,Others,,,5ft 11in,othm970000,Sikh
"I am calm, understanding, fun loving with good sense of humor, nature loving person, & want to enrich life with satisfaction & love.",35,Brahmin,"Jamnagar, Gujarat, India",,MNC,5ft 8in,jamm684954,Hindu
,35,Ezhava,"Thiruvananthapuram , Kerala, India",,,5ft 5in,thim1329904,Hindu
,35,Gupta,"Raipur, Chhattisgarh, India",,,5ft 9in,raim1010640,Hindu
,35,Rajput,"Delhi, Delhi, India",,Private Sector,5ft 7in,delm726447,Hindu
,35,Agarwal,"Nagpur, Maharashtra, India",,,5ft 4in,nagm950965,Hindu
,35,Bengali,"Delhi, Delhi, India",,Private Sector,5ft 7in,0007931990,Hindu
,35,Brahmin,"Kakinada, Andhra Pradesh, India",,,5ft 3in,kakm1124844,Hindu
,35,Prajapati,"Ahmedabad, Gujarat, India",,,5ft 4in,ahem1322875,Hindu
,35,Ramgariah,"Mumbai, Maharashtra, India",,MNC,5ft 11in,jerns,Sikh
,35,Iyer,"Bangalore, Karnataka, India",IIM-Ahmedabad,Private Sector,5ft 7in,banm319046,Hindu
,35,Gupta,"Lucknow, Uttar Pradesh, India",,,5ft 4in,lucm1028054,Hindu
,35,Gujarati,"Ahmedabad, Gujarat, India",,MNC,5ft 8in,ahem1128402,Hindu
,35,Brahmin,"Delhi, Delhi, India",,,6ft 1in,delm1323126,Hindu
,35,Baniya,,,State Government,5ft 6in,0006032243,Hindu
,35,Kayastha,"Delhi, Delhi, India",,,5ft 7in,delm967406,Hindu
,35,Scheduled Caste,"Lucknow, Uttar Pradesh, India",,,5ft 5in,lucm1240132,Hindu
,35,96K Kokanastha,"Mumbai, Maharashtra, India",,,5ft 7in,mumm1276332,Hindu
,35,Agarwal,,,,5ft 5in,delm902079,Hindu
,35,Kunbi,"Mumbai, Maharashtra, India",,,5ft 5in,mumm1136025,Hindu
,35,Others,"Thane, Maharashtra, India",,MNC,5ft 11in,punm838948,Muslim
,35,Khatri,"Delhi, Delhi, India",Delhi University,Private Sector,5ft 3in,SMM1406900,Hindu
,35,,"Nagpur, Maharashtra, India",,,5ft 5in,nagm938518,Buddhist
,35,Kunbi,"Mumbai, Maharashtra, India",IIT Mumbai,Public Sector,5ft 5in,SMM1507998,Hindu
,35,Sunni,"Pune, Maharashtra, India",IIT Chennai,MNC,5ft 8in,SMM1516483,Muslim
,35,Sunni,"Gulbarga, Karnataka, India",,Central Government,5ft 10in,gulm1066886,Muslim
,35,Brahmin,"Mumbai, Maharashtra, India",,,5ft 2in,mumm1219689,Hindu
,35,Sunni,"Rest of Uttar Pradesh, Uttar Pradesh, India",,,5ft 5in,uttm585584,Muslim
,35,Sikh - Ramdasia,"Jalandhar, Punjab, India",,,5ft 3in,jalm680699,Sikh
,35,Sikh - Saini,"Hoshiarpur, Punjab, India",,,5ft 11in,hosm836472,Sikh
,35,Brahmin - Bengali,"Hubli, Karnataka, India",,,6ft,hubm1151786,Hindu
,35,Bengali,"Kolkata, West Bengal, India",,,5ft 7in,kolm1140672,Hindu
,35,Kapu,"Vishakhapatnam, Andhra Pradesh, India",,,5ft 3in,vism630296,Hindu
,35,Nadar,"Madurai, Tamil Nadu, India",,,5ft 4in,madm1125922,Hindu
,35,Bhandari,"Panjim, Goa, India",,,5ft 8in,panm903188,Hindu
"I am from an educated and respected Sunni Syed family residing in New Delhi.  I am working in an consulting organization at managerial level. Decent looking,  religious person with modern upbringing/outlook. Looking for a bride who values Islam and practice it too. One who respects elders, someone mature enough to understand the importance of relationships. ",35,Sunni,"Delhi, Delhi, India","Amity University, Noida",Private Sector,5ft 9in,delm319831,Muslim
,35,Brahmin,"Gaya, Bihar, India",,,5ft 7in,gaym742209,Hindu
,35,Ravidasia,"Hoshiarpur, Punjab, India",Punjab University,Private Sector,5ft 9in,SMM1549944,Hindu
,35,Arora,"Rest of Delhi, Delhi, India",,MNC,5ft 3in,ncrm930687,Hindu
,35,Others,"Secunderabad, Andhra Pradesh, India",,,6ft 2in,secm1379097,Christian
,35,Rajput,,,Private Sector,5ft 11in,punm1018342,Hindu
,35,Others,"Hubli, Karnataka, India",,,5ft 3in,hubm757312,Muslim
,35,Brahmin - Audichya,"Kalyan, Maharashtra, India",,,5ft 6in,kalm1301495,Hindu
,35,,"Hyderabad, Andhra Pradesh, India",,,5ft 4in,hydm470110,Hindu
,35,,"Yavatmal, Maharashtra, India",,,5ft 7in,yavm1280158,Buddhist
,35,,"Rest of Goa, Goa, India",,,5ft 9in,goam449823,Hindu
,35,Rajput,"Bangalore, Karnataka, India",,,5ft 11in,0005935697,Hindu
,35,Others,,,,5ft 5in,kerm587712,Christian
,35,Brahmin,"Chandigarh, Chandigarh, India",,Private Sector,5ft 3in,delm352489,Hindu
,35,Patel,,Other Diploma Institute,Others,5ft 7in,SMM1389643,Hindu
,35,Brahmin,"Chennai, Tamil Nadu, India",,,5ft 8in,chem1106692,Hindu
,35,Khatri,"Mumbai, Maharashtra, India",,,5ft 11in,mumm893619,Hindu
,35,Agarwal,"Rest of Orissa, Orissa, India",,,5ft 11in,orim707803,Hindu
,35,Khatri,"Agra, Uttar Pradesh, India",,Private Sector,5ft 9in,harm341073,Hindu
,35,Others,"Chennai, Tamil Nadu, India",,Central Government,5ft 6in,chem936141,Muslim
,35,Sunni,Others,,,5ft 6in,othm152591,Muslim
,35,Brahmin,Others,,,5ft 11in,othm184783,Hindu
,35,Brahmin,"Chennai, Tamil Nadu, India",,,5ft 3in,chem1306744,Hindu
,35,Lingayath,"Mumbai, Maharashtra, India",,,5ft 7in,mumm1093538,Hindu
,35,,"Rest of Andhra Pradesh, Andhra Pradesh, India",,,5ft 11in,anpm390469,Hindu
,35,Others,"Pathanamthitta, Kerala, India",,Private Sector,6ft,patm1087478,Christian
,35,,"Coimbatore, Tamil Nadu, India",,,5ft 6in,coim364797,Hindu
,35,Vokkaliga,"Bangalore, Karnataka, India",,,5ft 11in,banm514763,Hindu
,35,Maratha,"Pune, Maharashtra, India",,,5ft 8in,punm978936,Hindu
,35,Brahmin 6000 Niyogi,"Jaipur, Rajasthan, India",,,5ft 8in,jaim680443,Hindu
,35,Others,"Gumla, Jharkhand, India",,,5ft 6in,gumm1173952,Muslim
,35,Bengali,"Delhi, Delhi, India",,,5ft 9in,x1407676,Hindu
,35,Kayastha,"Delhi, Delhi, India",,,5ft 10in,delm915012,Hindu
,35,Brahmin - Bengali,"Rest of West Bengal, West Bengal, India",,,5ft 8in,wesm433251,Hindu
,35,Kayastha,"Gurgaon, Haryana, India",,,6ft,gurm1115863,Hindu
,35,Catholic,"Pune, Maharashtra, India",,,5ft 7in,punm1062345,Christian
,35,,"Amravati, Maharashtra, India",,,5ft 4in,amrm1384763,Buddhist
,35,Sunni,"Hyderabad, Andhra Pradesh, India",,,5ft 11in,hydm307222,Muslim
,35,Sunni,"Kolhapur, Maharashtra, India",,,5ft 7in,kolm1298958,Muslim
,35,Others,"Kochi, Kerala, India",,,5ft 11in,kocm324696,Christian
